#,0,#,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
DTD,WORD,#,BYTE,WORD,BYTE,BYTE,BYTE,WORD,WORD,WORD,BYTE,BYTE,BYTE,BYTE,BYTE,BYTE,BYTE,WORD,WORD
35,379,¥•∑¢∆˜,4,0,1,0,46,1500,200,0,2,1,255,255,0,1,0,65535,0
36,379,¥•∑¢∆˜,4,0,1,0,39,1400,200,0,2,1,255,255,0,1,0,65535,0
37,379,¥•∑¢∆˜,4,0,1,0,40,1400,200,0,2,1,255,255,0,1,0,65535,0
38,379,¥•∑¢∆˜,4,0,1,0,41,1400,200,0,2,1,255,255,0,1,0,65535,0
39,374,ÕºÃ⁄,2,0,255,1,255,1200,240,600,2,1,10,255,0,0,0,0,100
40,374,ÕºÃ⁄,2,0,255,1,255,1400,240,800,2,1,10,255,0,0,0,0,100
41,374,ÕºÃ⁄,2,0,255,1,255,1600,240,1000,2,1,10,255,0,0,0,0,100
42,1037,±˘…ﬂ,0,11,255,1,255,1700,60,0,2,1,10,255,0,0,1,65535,0
43,1037,±˘…ﬂ,0,11,255,1,255,1700,130,0,2,1,10,255,0,0,1,65535,0
44,1037,±˘…ﬂ,0,11,255,1,255,1700,200,0,2,1,10,255,0,0,1,65535,0
45,1027,»‹Ω‚π÷,0,12,255,1,255,1200,80,0,2,1,10,255,0,0,1,65535,0
46,1027,»‹Ω‚π÷,0,12,255,1,255,1200,180,0,2,1,10,255,0,0,1,65535,0
47,371,ƒæÕ∞,2,0,255,0,255,1560,240,0,2,1,255,255,0,0,0,65535,0
48,371,ƒæÕ∞,2,0,255,0,255,1650,240,0,2,1,255,255,0,0,0,0,100
49,65535,µ⁄∂˛∆¡Ω· ¯,0,0,255,0,255,2000,250,0,2,1,255,255,0,0,1,65535,0
