#,0,#,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
DTD,WORD,#,BYTE,WORD,BYTE,BYTE,BYTE,WORD,WORD,WORD,BYTE,BYTE,BYTE,BYTE,BYTE,BYTE,BYTE,WORD,WORD
33,375,πˆÕ≤,2,0,255,1,255,2200,20,0,2,1,255,255,0,0,0,0,50
34,601, ≥√Œ“œ,0,0,255,1,255,1900,130,0,2,1,10,255,0,0,1,65535,0
35,175,ª®œ…◊”,0,1,255,1,255,1900,240,0,2,1,10,255,0,0,1,65535,0
36,175,ª®œ…◊”,0,1,255,1,255,1900,20,0,2,1,10,255,0,0,1,65535,0
37,371,ƒæÕ∞,2,0,255,0,255,1800,240,0,2,1,255,255,0,0,0,0,100
38,371,ƒæÕ∞,2,0,255,0,255,1880,240,0,2,1,255,255,0,0,0,0,100
39,65535,µ⁄∂˛∆¡1Ω◊∂Œ,0,65500,255,0,255,2000,250,0,2,1,255,255,0,0,0,65535,0
40,175,ª®œ…◊”,0,1,255,0,255,1500,180,500,3,1,10,255,0,0,1,65535,0
41,175,ª®œ…◊”,0,1,255,0,255,1600,80,500,3,1,10,255,0,0,1,65535,0
42,175,ª®œ…◊”,0,1,255,0,255,1400,80,500,3,1,10,255,0,0,1,65535,0
43,65535,µ⁄∂˛∆¡Ω· ¯,0,65500,255,0,255,2000,250,0,3,1,255,255,0,0,0,65535,0
