#,0,#,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
DTD,WORD,#,BYTE,WORD,BYTE,BYTE,BYTE,WORD,WORD,WORD,BYTE,BYTE,BYTE,BYTE,BYTE,BYTE,BYTE,WORD,WORD
36,371,ƒæÕ∞,0,0,0,0,255,850,130,1400,2,1,10,255,0,0,1,65535,0
37,371,ƒæÕ∞,0,0,255,0,255,750,130,1400,2,1,10,255,0,0,1,0,50
38,371,ƒæÕ∞,0,0,255,0,255,800,75,1400,2,1,10,255,0,0,1,0,50
39,371,ƒæÕ∞,0,0,255,0,255,600,220,900,2,1,10,255,0,0,1,0,50
40,371,ƒæÕ∞,0,0,0,0,41,600,40,900,2,1,10,255,0,0,1,65535,0
41,601, ≥√Œ“œ,0,0,255,1,255,0,0,0,2,1,10,255,0,0,1,65535,0
42,371,ƒæÕ∞,0,0,0,0,43,1000,220,900,2,1,10,255,0,0,1,65535,0
43,601, ≥√Œ“œ,0,0,255,1,255,0,0,0,2,1,10,255,0,0,1,65535,0
44,371,ƒæÕ∞,0,0,0,0,45,1000,40,900,2,1,10,255,0,0,1,65535,0
45,171,…±»À∑‰,0,0,255,1,255,0,0,0,2,1,10,255,0,0,1,65535,0
46,65535,1∆¡3Ω◊∂Œ,0,65500,255,0,255,1400,650,0,2,1,255,255,0,0,1,65535,0
47,601, ≥√Œ“œ,0,0,255,0,255,1200,130,0,3,1,10,255,0,0,1,65535,0
48,171,…±»À∑‰,0,0,255,0,255,1390,185,0,3,1,10,255,0,0,1,65535,0
49,171,…±»À∑‰,0,0,255,0,255,1390,75,0,3,1,10,255,0,0,1,65535,0
50,383,πˆÕ≤◊Û,2,0,255,0,255,0,220,0,3,1,255,255,0,0,0,0,50
51,383,πˆÕ≤◊Û,2,0,255,0,255,0,170,0,3,1,255,255,0,0,0,0,50
52,375,πˆÕ≤,2,0,255,0,255,1400,70,0,3,1,255,255,0,0,0,0,50
53,375,πˆÕ≤,2,0,255,0,255,1400,20,0,3,1,255,255,0,0,0,0,50
54,65535,1∆¡Ω· ¯,0,65500,255,0,255,1400,650,0,3,1,255,255,0,0,1,65535,0
